config,Brill,EntityResolution,Dotstar,PowerEN,CRISPR_CasOFFinder,CRISPR_CasOT,RandomForest_20_400_200,RandomForest_20_400_270,RandomForest_20_800_200,Hamming_N1000_l18_d3,Hamming_N1000_l22_d5,Hamming_N1000_l31_d10,Levenshtein_l19d3,Levenshtein_l24d5,Levenshtein_l37d10,Protomata,APPRNG4,SeqMatch_BIBLE_w6_p6,SeqMatch_BIBLE_w6_p10,Fermi,YARA,Bro217,ExactMath,Ranges05,Ranges1,TCP
before-hotstart-nt_,6.320081,7.294038,35.837599,27.213543,3.104396,1.333548,3.569331,-1.0,-1.0,6.09973,-1.0,-1.0,1.573924,-1.0,-1.0,24.977908,4.947722,7.165793,-1.0,-1.0,3.482569,328.55615,260.383913,244.330903,246.823898,160.138904
before-nfacg_,0.951604,0.628419,6.646628,9.100413,4.689425,2.041655,0.270739,-1.0,-1.0,4.215701,-1.0,-1.0,0.908289,-1.0,-1.0,4.290967,5.552233,2.898934,-1.0,-1.0,0.188535,138.858827,77.602717,75.70653,78.003779,29.367805
