config,Brill,EntityResolution,Dotstar,PowerEN,CRISPR_CasOFFinder,CRISPR_CasOT,RandomForest_20_400_200,RandomForest_20_400_270,RandomForest_20_800_200,Hamming_N1000_l18_d3,Hamming_N1000_l22_d5,Hamming_N1000_l31_d10,Levenshtein_l19d3,Levenshtein_l24d5,Levenshtein_l37d10,Protomata,APPRNG4,SeqMatch_BIBLE_w6_p6,SeqMatch_BIBLE_w6_p10,Fermi,YARA,Bro217,ExactMath,Ranges05,Ranges1,TCP
oa-nonblocking-all-best,9.49091,80.8701,1612.11,222.526,37.0175,8.51391,1.82253,-1.0,-1.0,7.88546,-1.0,-1.0,0.890053,-1.0,-1.0,157.991,9.37462,4.62699,-1.0,-1.0,52.752,13452.8,8947.39,11743.4,11461.3,3298.04
