config,Brill,EntityResolution,Dotstar,PowerEN,CRISPR_CasOFFinder,CRISPR_CasOT,RandomForest_20_400_200,RandomForest_20_400_270,RandomForest_20_800_200,Hamming_N1000_l18_d3,Hamming_N1000_l22_d5,Hamming_N1000_l31_d10,Levenshtein_l19d3,Levenshtein_l24d5,Levenshtein_l37d10,Protomata,APPRNG4,SeqMatch_BIBLE_w6_p6,SeqMatch_BIBLE_w6_p10,Fermi,YARA,Bro217,ExactMath,Ranges05,Ranges1,TCP
oa-nonblocking-default-best,2.43953,13.1657,15.0839,1.11249,7.84374,4.21962,5.71738,-1.0,-1.0,4.26646,-1.0,-1.0,0.623945,-1.0,-1.0,8.81588,0.559004,0.883431,-1.0,-1.0,3.10914,18.78,18.8387,18.8409,18.8719,15.645
