config,Brill,EntityResolution,Dotstar,PowerEN,CRISPR_CasOFFinder,CRISPR_CasOT,RandomForest_20_400_200,RandomForest_20_400_270,RandomForest_20_800_200,Hamming_N1000_l18_d3,Hamming_N1000_l22_d5,Hamming_N1000_l31_d10,Levenshtein_l19d3,Levenshtein_l24d5,Levenshtein_l37d10,Protomata,APPRNG4,SeqMatch_BIBLE_w6_p6,SeqMatch_BIBLE_w6_p10,Fermi,YARA,Bro217,ExactMath,Ranges05,Ranges1,TCP
oa-nonblocking-all-best,4.85362,36.6275,45.0426,1.15836,22.3436,6.27635,7.57419,-1.0,-1.0,6.45865,-1.0,-1.0,0.716016,-1.0,-1.0,13.6536,0.559004,0.878501,-1.0,-1.0,3.34958,111.657,133.283,117.471,126.416,51.953
