config,Brill,EntityResolution,Dotstar,PowerEN,CRISPR_CasOFFinder,CRISPR_CasOT,RandomForest_20_400_200,RandomForest_20_400_270,RandomForest_20_800_200,Hamming_N1000_l18_d3,Hamming_N1000_l22_d5,Hamming_N1000_l31_d10,Levenshtein_l19d3,Levenshtein_l24d5,Levenshtein_l37d10,Protomata,APPRNG4,SeqMatch_BIBLE_w6_p6,SeqMatch_BIBLE_w6_p10,Fermi,YARA,Bro217,ExactMath,Ranges05,Ranges1,TCP
before-runahead-cc4_,4.675517,6.764452,57.299115,-2.0,22.255679,14.505548,1.137026,-1.0,-1.0,25.05346,-1.0,-1.0,0.700821,-1.0,-1.0,1.309869,-2.0,-2.0,-1.0,-1.0,6.853464,732.344044,440.55617,447.934965,448.066877,198.531099
